filename,label,duration_sec,sample_rate,rms_energy,peak_amplitude,path
A_0042.wav,A,1.0,16000,0.061968,0.440369,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0042.wav
A_0043.wav,A,1.0,16000,0.064498,0.524567,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0043.wav
A_0044.wav,A,1.0,16000,0.064498,0.551758,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0044.wav
A_0045.wav,A,1.0,16000,0.066933,0.501465,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0045.wav
A_0046.wav,A,1.0,16000,0.066933,0.551178,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0046.wav
A_0047.wav,A,1.0,16000,0.066933,0.547394,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0047.wav
A_0048.wav,A,1.0,16000,0.066933,0.484528,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0048.wav
A_0049.wav,A,1.0,16000,0.071554,0.555695,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0049.wav
A_0050.wav,A,1.0,16000,0.073756,0.499847,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0050.wav
A_0051.wav,A,1.0,16000,0.069282,0.479553,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0051.wav
A_0052.wav,A,1.0,16000,0.069282,0.53598,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0052.wav
A_0053.wav,A,1.0,16000,0.066933,0.503571,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0053.wav
A_0054.wav,A,1.0,16000,0.066933,0.507294,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0054.wav
A_0055.wav,A,1.0,16000,0.066933,0.480438,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0055.wav
A_0056.wav,A,1.0,16000,0.064498,0.478577,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0056.wav
A_0057.wav,A,1.0,16000,0.064498,0.471039,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0057.wav
A_0058.wav,A,1.0,16000,0.069282,0.649567,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0058.wav
A_0059.wav,A,1.0,16000,0.069282,0.532135,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0059.wav
A_0060.wav,A,1.0,16000,0.071554,0.588562,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0060.wav
A_0061.wav,A,1.0,16000,0.069282,0.594666,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0061.wav
A_0062.wav,A,1.0,16000,0.075895,0.673645,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0062.wav
A_0063.wav,A,1.0,16000,0.073756,0.555084,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0063.wav
A_0064.wav,A,1.0,16000,0.066933,0.496674,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0064.wav
A_0065.wav,A,1.0,16000,0.071554,0.539124,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0065.wav
A_0066.wav,A,1.0,16000,0.075895,0.50177,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0066.wav
A_0067.wav,A,1.0,16000,0.069282,0.501648,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0067.wav
A_0068.wav,A,1.0,16000,0.064498,0.489502,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0068.wav
A_0069.wav,A,1.0,16000,0.066933,0.520905,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0069.wav
A_0070.wav,A,1.0,16000,0.071554,0.499634,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0070.wav
A_0071.wav,A,1.0,16000,0.069282,0.505737,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0071.wav
A_0072.wav,A,1.0,16000,0.075895,0.489319,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0072.wav
A_0073.wav,A,1.0,16000,0.073756,0.505157,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0073.wav
A_0074.wav,A,1.0,16000,0.075895,0.551239,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0074.wav
A_0075.wav,A,1.0,16000,0.08,0.620972,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0075.wav
A_0076.wav,A,1.0,16000,0.075895,0.589203,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0076.wav
A_0077.wav,A,1.0,16000,0.064498,0.525421,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0077.wav
A_0078.wav,A,1.0,16000,0.066933,0.477631,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0078.wav
A_0079.wav,A,1.0,16000,0.066933,0.540253,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0079.wav
A_0080.wav,A,1.0,16000,0.069282,0.538177,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0080.wav
A_0081.wav,A,1.0,16000,0.069282,0.495422,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0081.wav
A_0082.wav,A,1.0,16000,0.069282,0.558289,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0082.wav
A_0083.wav,A,1.0,16000,0.069282,0.445038,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0083.wav
A_0084.wav,A,1.0,16000,0.071554,0.435791,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0084.wav
A_0085.wav,A,1.0,16000,0.069282,0.605682,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0085.wav
A_0086.wav,A,1.0,16000,0.073756,0.563171,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0086.wav
A_0087.wav,A,1.0,16000,0.064498,0.550781,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0087.wav
A_0088.wav,A,1.0,16000,0.069282,0.633179,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0088.wav
A_0089.wav,A,1.0,16000,0.064498,0.587463,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0089.wav
A_0090.wav,A,1.0,16000,0.064498,0.48584,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0090.wav
A_0091.wav,A,1.0,16000,0.061968,0.631531,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0091.wav
A_0092.wav,A,1.0,16000,0.064498,0.469757,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0092.wav
A_0093.wav,A,1.0,16000,0.066933,0.475922,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0093.wav
A_0094.wav,A,1.0,16000,0.064498,0.458496,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0094.wav
A_0095.wav,A,1.0,16000,0.066933,0.581787,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0095.wav
A_0096.wav,A,1.0,16000,0.066933,0.516937,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0096.wav
A_0097.wav,A,1.0,16000,0.066933,0.569977,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0097.wav
A_0098.wav,A,1.0,16000,0.064498,0.599854,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0098.wav
A_0099.wav,A,1.0,16000,0.066933,0.491486,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0099.wav
A_0100.wav,A,1.0,16000,0.08,0.440247,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0100.wav
A_0101.wav,A,1.0,16000,0.08579,0.530914,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0101.wav
A_0102.wav,A,1.0,16000,0.08,0.471497,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0102.wav
A_0103.wav,A,1.0,16000,0.077974,0.510468,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0103.wav
A_0104.wav,A,1.0,16000,0.08,0.477509,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0104.wav
A_0105.wav,A,1.0,16000,0.081976,0.473236,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0105.wav
A_0106.wav,A,1.0,16000,0.081976,0.476135,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0106.wav
A_0107.wav,A,1.0,16000,0.077974,0.375854,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0107.wav
A_0108.wav,A,1.0,16000,0.073756,0.578705,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0108.wav
A_0109.wav,A,1.0,16000,0.064498,0.460907,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0109.wav
A_0110.wav,A,1.0,16000,0.064498,0.457275,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0110.wav
A_0111.wav,A,1.0,16000,0.066933,0.514679,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0111.wav
A_0112.wav,A,1.0,16000,0.064498,0.480743,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0112.wav
A_0113.wav,A,1.0,16000,0.069282,0.506805,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0113.wav
A_0114.wav,A,1.0,16000,0.066933,0.496307,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0114.wav
A_0115.wav,A,1.0,16000,0.069282,0.549164,D:\STUPEN\Heartz\data-science\dataset\clean\A\A_0115.wav
Ba_0001.wav,Ba,1.0,16000,0.054545,0.98999,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0001.wav
Ba_0002.wav,Ba,1.0,16000,0.066933,0.456299,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0002.wav
Ba_0003.wav,Ba,1.0,16000,0.066933,0.482574,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0003.wav
Ba_0004.wav,Ba,1.0,16000,0.075895,0.52005,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0004.wav
Ba_0005.wav,Ba,1.0,16000,0.08,0.299927,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0005.wav
Ba_0006.wav,Ba,1.0,16000,0.073756,0.527283,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0006.wav
Ba_0007.wav,Ba,1.0,16000,0.066933,0.488342,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0007.wav
Ba_0008.wav,Ba,1.0,16000,0.073756,0.475037,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0008.wav
Ba_0009.wav,Ba,1.0,16000,0.08579,0.393921,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0009.wav
Ba_0010.wav,Ba,1.0,16000,0.071554,0.349365,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0010.wav
Ba_0011.wav,Ba,1.0,16000,0.083905,0.32309,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0011.wav
Ba_0012.wav,Ba,1.0,16000,0.08,0.421661,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0012.wav
Ba_0013.wav,Ba,1.0,16000,0.077974,0.533142,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0013.wav
Ba_0014.wav,Ba,1.0,16000,0.077974,0.733887,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0014.wav
Ba_0015.wav,Ba,1.0,16000,0.069282,0.517914,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0015.wav
Ba_0016.wav,Ba,1.0,16000,0.071554,0.554443,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0016.wav
Ba_0017.wav,Ba,1.0,16000,0.073756,0.482635,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0017.wav
Ba_0018.wav,Ba,1.0,16000,0.075895,0.536316,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0018.wav
Ba_0019.wav,Ba,1.0,16000,0.077974,0.449829,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0019.wav
Ba_0020.wav,Ba,1.0,16000,0.099599,0.327942,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0020.wav
Ba_0021.wav,Ba,1.0,16000,0.092952,0.413849,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0021.wav
Ba_0022.wav,Ba,1.0,16000,0.089443,0.55896,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0022.wav
Ba_0023.wav,Ba,1.0,16000,0.094657,0.483887,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0023.wav
Ba_0024.wav,Ba,1.0,16000,0.091214,0.462372,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0024.wav
Ba_0025.wav,Ba,1.0,16000,0.091214,0.553802,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0025.wav
Ba_0026.wav,Ba,1.0,16000,0.075895,0.433014,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0026.wav
Ba_0027.wav,Ba,1.0,16000,0.08,0.712219,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0027.wav
Ba_0028.wav,Ba,1.0,16000,0.081976,0.435181,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0028.wav
Ba_0029.wav,Ba,1.0,16000,0.077974,0.555542,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0029.wav
Ba_0030.wav,Ba,1.0,16000,0.083905,0.524628,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0030.wav
Ba_0031.wav,Ba,1.0,16000,0.087636,0.490356,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0031.wav
Ba_0032.wav,Ba,1.0,16000,0.087636,0.460083,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0032.wav
Ba_0033.wav,Ba,1.0,16000,0.081976,0.369537,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0033.wav
Ba_0034.wav,Ba,1.0,16000,0.083905,0.383179,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0034.wav
Ba_0035.wav,Ba,1.0,16000,0.081976,0.449829,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0035.wav
Ba_0036.wav,Ba,1.0,16000,0.083905,0.422089,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0036.wav
Ba_0037.wav,Ba,1.0,16000,0.08,0.419617,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0037.wav
Ba_0038.wav,Ba,1.0,16000,0.077974,0.421814,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0038.wav
Ba_0039.wav,Ba,1.0,16000,0.083905,0.449249,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0039.wav
Ba_0040.wav,Ba,1.0,16000,0.066933,0.403168,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0040.wav
Ba_0041.wav,Ba,1.0,16000,0.061968,0.31546,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0041.wav
Ba_0042.wav,Ba,1.0,16000,0.083905,0.418182,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0042.wav
Ba_0043.wav,Ba,1.0,16000,0.081976,0.387329,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0043.wav
Ba_0044.wav,Ba,1.0,16000,0.073756,0.457703,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0044.wav
Ba_0045.wav,Ba,1.0,16000,0.069282,0.418793,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0045.wav
Ba_0046.wav,Ba,1.0,16000,0.087636,0.503204,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0046.wav
Ba_0047.wav,Ba,1.0,16000,0.075895,0.442413,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0047.wav
Ba_0048.wav,Ba,1.0,16000,0.092952,0.441101,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0048.wav
Ba_0049.wav,Ba,1.0,16000,0.08,0.433411,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0049.wav
Ba_0050.wav,Ba,1.0,16000,0.075894,0.548645,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0050.wav
Ba_0051.wav,Ba,1.0,16000,0.071554,0.447998,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0051.wav
Ba_0052.wav,Ba,1.0,16000,0.069282,0.390533,D:\STUPEN\Heartz\data-science\dataset\clean\Ba\Ba_0052.wav
Be_0001.wav,Be,1.0,16000,0.066933,0.491272,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0001.wav
Be_0002.wav,Be,1.0,16000,0.069282,0.51239,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0002.wav
Be_0003.wav,Be,1.0,16000,0.069282,0.591644,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0003.wav
Be_0004.wav,Be,1.0,16000,0.069282,0.389496,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0004.wav
Be_0005.wav,Be,1.0,16000,0.066933,0.594513,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0005.wav
Be_0006.wav,Be,1.0,16000,0.071554,0.549133,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0006.wav
Be_0007.wav,Be,1.0,16000,0.069282,0.512512,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0007.wav
Be_0008.wav,Be,1.0,16000,0.069282,0.521088,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0008.wav
Be_0009.wav,Be,1.0,16000,0.066933,0.478943,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0009.wav
Be_0010.wav,Be,1.0,16000,0.069282,0.507294,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0010.wav
Be_0011.wav,Be,1.0,16000,0.071554,0.571472,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0011.wav
Be_0012.wav,Be,1.0,16000,0.071554,0.553497,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0012.wav
Be_0013.wav,Be,1.0,16000,0.071554,0.534851,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0013.wav
Be_0014.wav,Be,1.0,16000,0.069282,0.470306,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0014.wav
Be_0015.wav,Be,1.0,16000,0.069282,0.55014,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0015.wav
Be_0016.wav,Be,1.0,16000,0.069282,0.512085,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0016.wav
Be_0017.wav,Be,1.0,16000,0.066933,0.488281,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0017.wav
Be_0018.wav,Be,1.0,16000,0.069282,0.544617,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0018.wav
Be_0019.wav,Be,1.0,16000,0.069282,0.655121,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0019.wav
Be_0020.wav,Be,1.0,16000,0.069282,0.477966,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0020.wav
Be_0021.wav,Be,1.0,16000,0.071554,0.63562,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0021.wav
Be_0022.wav,Be,1.0,16000,0.071554,0.615967,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0022.wav
Be_0023.wav,Be,1.0,16000,0.064498,0.464325,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0023.wav
Be_0024.wav,Be,1.0,16000,0.071554,0.508667,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0024.wav
Be_0025.wav,Be,1.0,16000,0.071554,0.672516,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0025.wav
Be_0026.wav,Be,1.0,16000,0.071554,0.59494,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0026.wav
Be_0027.wav,Be,1.0,16000,0.071554,0.583191,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0027.wav
Be_0028.wav,Be,1.0,16000,0.069282,0.65332,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0028.wav
Be_0029.wav,Be,1.0,16000,0.066933,0.45224,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0029.wav
Be_0030.wav,Be,1.0,16000,0.069282,0.730286,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0030.wav
Be_0031.wav,Be,1.0,16000,0.071554,0.464935,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0031.wav
Be_0032.wav,Be,1.0,16000,0.077974,0.662781,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0032.wav
Be_0033.wav,Be,1.0,16000,0.075895,0.522888,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0033.wav
Be_0034.wav,Be,1.0,16000,0.093091,0.741638,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0034.wav
Be_0035.wav,Be,1.0,16000,0.066933,0.433563,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0035.wav
Be_0036.wav,Be,1.0,16000,0.071554,0.561676,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0036.wav
Be_0037.wav,Be,1.0,16000,0.069282,0.572723,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0037.wav
Be_0038.wav,Be,1.0,16000,0.077974,0.548523,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0038.wav
Be_0039.wav,Be,1.0,16000,0.077974,0.437714,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0039.wav
Be_0040.wav,Be,1.0,16000,0.071554,0.409241,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0040.wav
Be_0041.wav,Be,1.0,16000,0.077974,0.59082,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0041.wav
Be_0042.wav,Be,1.0,16000,0.073756,0.470947,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0042.wav
Be_0043.wav,Be,1.0,16000,0.069282,0.529236,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0043.wav
Be_0044.wav,Be,1.0,16000,0.069282,0.567352,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0044.wav
Be_0045.wav,Be,1.0,16000,0.071554,0.406799,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0045.wav
Be_0046.wav,Be,1.0,16000,0.071554,0.388855,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0046.wav
Be_0047.wav,Be,1.0,16000,0.064498,0.409698,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0047.wav
Be_0048.wav,Be,1.0,16000,0.069282,0.493347,D:\STUPEN\Heartz\data-science\dataset\clean\Be\Be_0048.wav
