filename,label,label_encoded,augmentation_type,duration_sec,rms_energy,peak_amplitude,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,delta_mfcc_1,delta_mfcc_2,delta_mfcc_3,delta_mfcc_4,delta_mfcc_5,delta_mfcc_6,delta_mfcc_7,delta_mfcc_8,delta_mfcc_9,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
A_0003.wav,A,0,original,1.0,0.066933,0.596039,0.045883,756.7918,619.1606,1298.3398,0.440297,-466.606232,55.555733,-48.502663,-1.416859,-20.226749,13.568895,-3.045846,-7.556669,-1.692215,-3.584453,-7.644185,-15.091192,-7.995057,198.884094,57.151852,57.331417,8.768659,30.663504,14.06992,7.310342,9.029796,4.909219,7.402237,9.170423,15.743539,8.339719,-1.270947,-0.707721,0.601385,0.475959,-0.025351,-0.202852,-0.089625,-0.021673,-0.188841,-0.117457,0.13634,0.165363,0.062405,0.143612,0.121811,0.233273,0.177177,0.366553,0.311237,0.266854,0.233573,0.423971,0.194654,0.131259,0.229366
A_0003_aug01.wav,A,0,aug01,1.0,0.07002,0.620117,0.348236,3189.0014,2086.2385,5619.873,0.348262,-244.614655,22.145401,-19.324516,-10.805026,-4.986141,6.705971,3.342858,-3.626595,2.192323,0.788746,-4.008574,-8.70901,-5.181548,76.476135,32.97118,28.41774,13.330199,12.14392,7.824003,5.446002,8.726489,2.802307,4.157302,4.874782,9.655692,8.42124,0.012735,-0.107741,0.070384,0.093981,0.004351,-0.022651,-0.183373,-0.200398,-0.034246,0.001069,-0.205811,-0.256462,-0.003502,0.444222,0.430634,0.530779,0.50957,0.730334,0.636666,0.647086,0.654118,0.829701,0.576913,0.56985,0.691533
A_0003_aug02.wav,A,0,aug02,1.0,0.05321,0.559357,0.315536,3038.0588,2057.5799,5444.5801,0.324192,-305.344147,30.606613,-20.477879,-12.003698,-8.28941,4.877991,6.125822,-5.728209,-1.771216,-0.034333,-1.423069,-5.820806,-10.396635,87.207169,39.08144,29.302057,12.637003,13.930049,5.573329,6.922391,7.238459,4.262442,4.834472,3.784178,8.392099,11.576575,0.072553,-0.191695,-0.044454,0.073277,-0.017895,-0.095331,-0.034328,0.061181,-0.063535,-0.369258,-0.038288,0.045231,0.113744,0.490367,0.563377,0.586244,0.838869,0.622598,0.596863,0.575745,0.703939,0.513311,0.573576,0.668151,0.513471
A_0003_aug03.wav,A,0,aug03,1.0,0.049222,0.470001,0.092621,1416.347,1243.027,2687.7441,0.160877,-486.223999,61.209068,-52.602943,-3.859523,-19.723095,16.304609,-1.499517,-7.498165,-0.671197,-2.361752,-8.102684,-16.671144,-8.3099,193.422592,54.285362,55.719524,12.103553,29.772762,13.957717,7.520799,8.707686,6.976495,8.698549,8.617507,14.901383,7.584568,-0.493563,-0.102366,0.472858,0.218655,-0.120061,-0.16808,-0.160788,-0.23357,-0.310222,-0.186506,0.165068,0.103037,-0.059609,0.277498,0.209932,0.341531,0.295062,0.530714,0.465156,0.485101,0.444092,0.647227,0.38792,0.243368,0.396589
A_0003_aug04.wav,A,0,aug04,1.0,0.062785,0.60199,0.101593,1191.5485,1026.0071,2071.2891,0.004362,-366.441498,133.392014,-56.089165,1.490318,-15.562866,8.62834,4.704099,-6.967494,0.988801,0.137077,0.02148,-9.358762,-6.770608,114.072922,10.181841,40.967823,9.420683,28.7092,15.05846,3.891222,7.153224,2.685804,6.288501,4.272295,11.110032,8.272458,-0.208932,-0.055465,0.1461,0.019873,-0.098238,0.034041,0.165896,0.081694,-0.049191,-0.233859,-0.179849,-0.034929,-0.020265,0.532034,0.545239,0.547077,0.739133,0.583108,0.576822,0.632038,0.675261,0.443767,0.47042,0.551586,0.40584
A_0004.wav,A,0,original,1.0,0.064498,0.517822,0.038666,639.1295,547.2413,968.9941,0.487936,-501.260162,65.826057,-36.065811,-10.223697,-13.011246,15.47965,-10.576494,-5.087605,-1.35086,-5.117472,-5.955112,-15.172573,-5.047447,195.091553,71.595932,47.335976,14.333,23.204485,17.50387,15.678564,7.103746,4.385649,8.507402,8.465458,16.641584,6.772118,0.106495,0.171988,0.176112,0.091247,-0.030252,-0.085599,-0.077536,-0.087484,-0.123947,-0.116012,-0.056378,-0.031987,-0.080741,0.230593,0.154363,0.144239,0.160679,0.174876,0.42653,0.313231,0.216307,0.195666,0.267592,0.137753,0.142227
A_0004_aug01.wav,A,0,aug01,1.0,0.059838,0.482391,0.357224,3158.7841,2099.7645,5425.7812,0.369373,-263.598969,27.133112,-13.259926,-15.707876,-3.274477,6.508671,-1.572203,-5.113743,-1.02104,-2.613248,-3.253988,-7.956081,-5.091052,65.320633,39.294262,19.412001,21.592468,6.112288,8.679184,5.074529,7.26711,3.336687,4.258782,5.285114,10.404934,6.738673,0.303359,0.247051,0.218264,-0.042539,-0.026054,-0.022983,0.132113,0.077465,-0.07897,-0.205022,-0.031693,-0.138892,-0.046447,0.611501,0.549109,0.541071,0.608184,0.593397,0.80468,0.766334,0.707319,0.649693,0.75481,0.666897,0.57426
A_0004_aug02.wav,A,0,aug02,1.0,0.049288,0.404297,0.329071,3064.0998,2071.8463,5292.4805,0.344064,-315.601196,34.416405,-9.246252,-16.427368,-7.650349,6.420639,2.307387,-5.736439,-0.97421,-0.999343,-1.181674,-4.690065,-8.468178,76.130905,47.527821,15.738826,19.786722,11.623329,7.95795,3.675094,8.677457,3.568842,3.14115,2.471504,6.122797,10.874159,0.269795,-0.004273,-0.145531,0.048569,-0.032451,-0.042102,-0.051119,0.081396,0.109995,0.018099,-0.137645,-0.099783,0.017818,0.444546,0.461672,0.472228,0.515058,0.805418,0.625866,0.534558,0.533143,0.633981,0.538819,0.572612,0.60242
A_0004_aug03.wav,A,0,aug03,1.0,0.062695,0.743408,0.073929,1033.4217,951.685,1831.0547,0.32368,-510.873108,64.136215,-34.504967,-11.124195,-11.800158,15.022282,-9.523851,-6.693645,-1.558346,-5.008264,-6.650082,-14.527934,-5.438444,187.136429,68.330597,45.086464,12.624666,20.714334,16.900225,14.225279,8.017475,3.894638,7.25533,7.877485,15.098273,6.975627,0.063881,0.077213,0.017415,-0.076238,-0.11629,-0.075789,-0.053064,-0.104543,-0.138978,-0.082429,-0.012971,-0.012934,-0.023543,0.303636,0.200737,0.205727,0.197865,0.210378,0.544021,0.380851,0.278705,0.245006,0.319283,0.161904,0.195214
A_0004_aug04.wav,A,0,aug04,1.0,0.066815,0.619965,0.09935,1137.8977,1007.0447,1877.1973,0.004833,-374.925385,140.984848,-47.467644,-5.160016,-7.749953,12.792526,-6.538164,-3.097923,0.705806,-2.58884,-2.268542,-8.9396,-2.372428,105.31707,14.498021,29.801891,7.406716,18.570314,22.412762,14.451519,2.886827,3.773067,5.128139,6.539508,14.517632,4.471725,0.25387,-0.028011,-0.101407,0.120949,0.037454,0.13791,0.091739,-0.075634,-0.187106,0.003209,0.18658,-0.046749,0.056531,0.449919,0.555273,0.494494,0.489118,0.53197,0.468821,0.75852,0.55255,0.497785,0.529808,0.63312,0.467928
A_0005.wav,A,0,original,1.0,0.064498,0.535156,0.041962,827.4345,713.4132,1689.209,0.496426,-460.202148,48.663429,-38.295242,8.335739,-28.3988,9.611998,-2.494226,-10.491653,1.006196,-5.410295,-1.983057,-14.880775,-7.920072,206.319504,52.426216,50.193871,13.44059,35.538311,10.803838,4.965458,13.083728,3.854309,10.226812,6.316525,18.771597,8.589029,-0.063688,-0.001726,0.131952,0.120499,-0.006245,-0.07729,-0.047929,-0.018289,-0.033239,-0.03181,0.010075,0.032747,0.008259,0.118783,0.08382,0.08091,0.137968,0.183454,0.464148,0.252026,0.121639,0.121819,0.324918,0.148513,0.086002
A_0005_aug01.wav,A,0,aug01,1.0,0.097362,0.813477,0.347031,3186.3044,2099.3596,5706.0547,0.345214,-204.633179,20.811413,-14.440378,-2.060369,-12.178227,2.94613,2.853087,-6.020092,-0.255021,-1.214682,-1.156338,-9.145632,-6.1247,78.393486,29.190853,23.229914,7.236549,17.632874,4.749189,5.030876,9.772878,4.323936,5.219126,3.64189,12.319946,7.962056,0.168502,0.114403,0.260665,0.011382,0.033371,0.1383,0.092842,0.153857,0.366812,0.290226,0.044569,-0.165152,-0.135766,0.490141,0.50809,0.481561,0.544864,0.56832,0.788201,0.767836,0.558371,0.517914,0.747396,0.715309,0.558661
A_0005_aug02.wav,A,0,aug02,1.0,0.057244,0.555298,0.329498,3077.0688,2039.863,5487.0605,0.337094,-298.678802,28.87608,-17.291315,-0.907816,-13.90268,-0.219613,5.637006,-8.360004,-1.804438,-1.039115,1.229557,-5.079551,-10.195786,93.448639,37.608727,27.182007,4.522607,19.96904,4.55518,8.06561,10.667189,2.889073,4.77136,2.605826,7.357261,14.426554,-0.047232,-0.213937,-0.063208,-0.00081,0.117227,0.058653,-0.016064,-0.010786,-0.021624,-0.049799,-0.036946,0.015182,0.111209,0.468826,0.444952,0.510486,0.577109,0.88372,0.634291,0.503019,0.522671,0.719467,0.568582,0.567941,0.58365
A_0005_aug03.wav,A,0,aug03,1.0,0.083186,0.746124,0.081161,1414.3318,1200.8575,2895.752,0.306856,-433.71228,48.424259,-38.472038,7.247935,-27.871273,9.999092,-1.912568,-10.86314,1.023114,-5.068063,-1.958609,-14.811169,-7.623834,201.336884,51.994366,48.123451,14.198966,34.379452,10.494276,5.00994,12.706445,4.001246,9.767981,6.004751,18.40884,8.559323,-0.086661,-0.164039,-0.113733,-0.053602,-0.06958,0.019035,0.047731,-0.02499,-0.07435,-0.034199,0.034404,-0.010535,0.033928,0.190312,0.160571,0.12681,0.20082,0.263235,0.625564,0.432922,0.230139,0.202299,0.386132,0.236015,0.18616
A_0005_aug04.wav,A,0,aug04,1.0,0.055142,0.487671,0.105408,1349.8091,1198.5033,2590.5762,0.006597,-370.093445,116.700851,-46.538841,6.974081,-21.492477,12.48739,-2.684451,-6.109697,1.386107,-2.098289,-1.53579,-11.788128,-1.55415,126.729065,9.831301,34.333603,17.993,33.876011,18.895037,7.919691,7.490572,4.293524,7.491397,5.742206,18.31208,3.89053,0.303788,-0.088086,-0.31854,0.003232,-0.006735,0.072449,0.135751,0.115175,0.061984,0.082354,0.214886,0.023187,-0.089793,0.450608,0.474137,0.438889,0.461469,0.518979,0.590149,0.796469,0.505314,0.438501,0.494361,0.631797,0.442776
A_0006.wav,A,0,original,1.0,0.064498,0.490356,0.040268,725.9865,690.2811,1476.0742,0.485981,-451.175568,56.910187,-26.733418,1.244218,-30.868652,13.046376,-6.740386,-4.290359,-5.905648,-0.492513,-0.401299,-16.421295,-9.061171,206.699081,61.115395,36.431507,8.70603,40.093597,15.056147,10.059246,5.480577,8.610734,3.905455,2.76571,18.446646,10.018506,0.062611,0.148948,0.23731,0.204954,0.05791,-0.056396,-0.06394,-0.04269,-0.070051,-0.110989,-0.093565,-0.020616,0.03888,0.224927,0.258294,0.208974,0.141014,0.219404,0.221627,0.187994,0.357435,0.227587,0.110219,0.119401,0.106669
A_0006_aug01.wav,A,0,aug01,1.0,0.063332,0.478882,0.342926,3143.8449,2128.3188,5747.0703,0.343832,-244.1978,29.079885,-6.982237,-7.080648,-14.923232,4.820571,2.163725,-4.643731,-1.641222,0.989778,1.639448,-9.825602,-7.4344,82.733147,38.864937,14.710025,11.563074,21.723333,7.093441,3.4032,6.323918,3.642152,3.742388,4.145618,13.557884,9.492586,0.042091,-0.016995,-0.010303,0.041951,-0.008184,0.119755,-0.06065,0.06279,-0.010623,0.052767,0.115609,-0.031663,0.037048,0.652945,0.623214,0.520999,0.572929,0.585647,0.585508,0.716208,0.781407,0.587005,0.601848,0.603401,0.622992
A_0006_aug02.wav,A,0,aug02,1.0,0.047659,0.434052,0.308716,3033.1073,2091.2839,5570.8008,0.324567,-300.569733,36.715195,-5.279333,-2.526868,-19.460163,-0.734071,5.69847,-3.253408,-2.763087,-2.28327,5.943123,-1.180257,-10.237155,91.030602,43.604336,16.057447,6.285148,23.532368,3.186537,6.096561,6.310149,3.748343,5.123163,7.929168,3.973836,10.742719,0.20041,0.009606,-0.079753,-0.10051,-0.095158,0.056874,-0.074337,-0.30758,0.103536,0.150818,-0.07234,-0.127571,0.021826,0.55123,0.494865,0.592412,0.55412,0.550007,0.781007,0.644398,0.509217,0.559154,0.582107,0.729654,0.686521
A_0006_aug03.wav,A,0,aug03,1.0,0.061673,0.512543,0.071014,1264.9255,1150.2364,2598.1445,0.296487,-448.302887,59.450996,-27.255072,-0.555043,-32.498119,13.538918,-5.771869,-4.375892,-4.457571,0.083918,-0.205733,-17.62141,-9.687176,199.094421,59.700268,33.968346,10.350599,38.050018,14.647299,10.134458,5.550865,8.993751,3.587801,2.758432,17.761246,9.764975,0.595505,0.130434,-0.17444,-0.107112,-0.387442,0.059741,0.066704,-0.130285,0.027531,-0.010638,0.043111,-0.167772,-0.144147,0.381449,0.366522,0.273177,0.250935,0.342677,0.326542,0.27768,0.464754,0.363842,0.267448,0.342,0.279182
A_0006_aug04.wav,A,0,aug04,1.0,0.068203,0.539215,0.103928,1259.9461,1176.7741,2427.002,0.005203,-343.765503,123.096008,-34.32568,-0.982446,-24.003912,14.010047,-4.935959,-0.040717,-3.71227,3.711299,-1.334094,-13.417671,-4.177535,131.172714,10.936773,23.476179,8.949775,36.445797,21.770733,10.262443,3.271523,7.119473,5.888131,3.594244,15.79563,5.497089,0.259119,0.003172,-0.004278,-0.163359,-0.388258,0.185035,-0.044766,-0.190921,0.178607,0.11067,0.039757,-0.060684,0.048377,0.603351,0.62464,0.524259,0.445979,0.517849,0.528409,0.485974,0.652837,0.655757,0.469271,0.463166,0.451451
A_0007.wav,A,0,original,1.0,0.066933,0.542847,0.03978,715.8344,684.92,1205.8105,0.441081,-463.636597,63.918369,-28.648733,-5.041169,-27.844069,16.992273,-8.288985,-4.848185,-4.646483,0.053072,-1.453289,-15.164637,-9.907293,211.335281,66.2565,37.316998,7.913951,37.024467,18.526768,12.294598,6.038528,7.579976,4.740767,2.8312,16.616632,12.874937,-0.277432,-0.173504,0.164037,0.1861,-0.056727,-0.206938,-0.15146,-0.11537,-0.160243,-0.146584,-0.060884,0.011769,0.024327,0.239615,0.191524,0.175226,0.298444,0.235297,0.281421,0.414097,0.21725,0.306901,0.338163,0.199543,0.324419
A_0007_aug01.wav,A,0,aug01,1.0,0.0533,0.424408,0.335785,3101.4596,2094.4441,5521.2402,0.341563,-267.847473,32.461823,-7.657095,-12.891769,-12.439142,6.161853,1.724413,-5.073114,-0.257448,0.148051,0.390491,-9.541656,-9.846459,80.035057,45.101105,14.764621,19.400801,18.392822,9.369467,3.437799,7.756766,2.71527,4.797321,2.990814,10.952043,11.418378,0.243258,0.170282,-0.040495,0.020184,0.152981,0.087289,-0.20446,-0.141195,0.039141,0.174236,0.235228,0.10798,0.025569,0.620764,0.49277,0.458272,0.638664,0.607218,0.588928,0.772832,0.685109,0.631365,0.774219,0.646902,0.7452
A_0007_aug02.wav,A,0,aug02,1.0,0.058166,0.575714,0.324677,3038.4043,2050.9697,5312.2559,0.338439,-298.0578,34.096611,-13.478151,-13.618669,-8.776928,10.666788,-4.123818,-3.673641,1.260229,0.033487,-4.773585,-13.206356,-3.656778,97.716019,44.36211,20.620667,19.259893,17.601595,12.669965,7.727374,6.40364,3.244889,3.95631,7.263819,16.116056,4.706476,0.366546,0.097096,-0.271322,-0.16318,-0.04085,-0.015856,0.086438,-0.049752,-0.014251,0.037395,-0.0288,-0.175658,-0.30189,0.53139,0.645312,0.601957,0.544692,0.519749,0.613849,0.587813,0.567151,0.78533,0.683345,0.666203,0.741419
A_0007_aug03.wav,A,0,aug03,1.0,0.063334,0.448425,0.085678,1418.1638,1362.9166,2746.3379,0.131599,-440.201294,75.981415,-33.623291,-8.381089,-32.439278,20.550041,-7.237094,-5.423525,-4.280227,0.113402,-1.173566,-18.674274,-12.129519,199.111221,63.178093,34.640076,9.28236,35.393158,17.275818,13.460258,6.562751,7.979752,6.584614,3.107488,16.137121,12.129657,1.863103,0.106178,-0.30795,0.290327,-0.873579,-0.076818,-0.116135,-0.201328,-0.246347,-0.338496,0.028578,-0.100875,-0.209971,0.347564,0.326888,0.273012,0.473816,0.434927,0.492625,0.52292,0.314221,0.427023,0.524853,0.309427,0.460465
A_0007_aug04.wav,A,0,aug04,1.0,0.067608,0.577301,0.095169,1170.9202,1083.6579,1996.8262,0.004599,-354.530579,139.603333,-41.603485,0.486902,-25.737322,14.98929,-0.882839,-3.953307,-0.994429,0.417581,5.463777,-7.848325,-8.033857,123.815399,14.93385,21.811729,6.506261,36.048092,21.451885,7.815254,4.240363,4.606497,4.141744,6.900318,11.419157,10.783525,0.170763,-0.054369,0.093775,0.290246,-0.026845,0.135891,0.16214,0.080036,-0.0052,-0.097035,0.190579,-0.094136,-0.230704,0.562608,0.496274,0.494252,0.633892,0.557863,0.552876,0.708636,0.50613,0.631709,0.678872,0.564286,0.651419
A_0008.wav,A,0,original,1.0,0.064498,0.542755,0.044266,733.5009,678.7505,1524.6582,0.483808,-463.298187,53.700417,-32.739426,1.177384,-30.305889,13.959513,-6.405031,-8.114187,2.070361,-4.953385,-5.062241,-15.785576,-10.99934,204.799362,58.273705,43.078163,8.222463,39.081352,15.894674,11.204325,11.953914,7.664104,7.629246,6.135666,17.080523,12.543346,0.008399,0.064461,0.153277,0.168305,0.100451,0.023552,-0.025751,-0.070311,-0.110193,-0.105092,-0.055143,-0.024507,-0.048635,0.068125,0.068132,0.164778,0.184589,0.184248,0.195145,0.46088,0.209798,0.131299,0.342326,0.208774,0.078693
A_0008_aug01.wav,A,0,aug01,1.0,0.057183,0.480469,0.351501,3169.2589,2105.4608,5722.4121,0.351707,-258.196533,24.717632,-10.022404,-8.156872,-14.120344,6.160259,0.149133,-6.469492,4.010797,-0.954865,-2.200093,-8.431396,-8.8658,77.683739,35.990646,17.48988,12.397812,19.414175,8.568583,5.395391,10.977665,6.494759,4.369464,4.442519,11.33462,11.743162,0.079337,0.043375,-0.137369,0.083659,0.063126,-0.145254,-0.251279,-0.305093,-0.249598,0.021762,-0.04394,-0.105042,0.273797,0.447349,0.474243,0.587664,0.57696,0.599821,0.639179,0.839907,0.603873,0.558553,0.763974,0.654643,0.493704
A_0008_aug02.wav,A,0,aug02,1.0,0.061614,0.57962,0.339203,3060.3655,2044.7435,5572.2656,0.343298,-295.73053,32.08242,-14.281643,-7.335413,-16.449833,6.121342,1.756148,-8.073338,4.73488,-0.884992,-2.840726,-8.835508,-11.252757,98.907082,41.554783,21.362099,9.502529,23.653681,8.332994,6.569383,13.324697,5.565249,4.916719,3.006683,10.562846,14.292588,0.166985,-0.14352,-0.162546,-0.028734,0.044049,0.071004,0.322522,0.040267,-0.075898,-0.105069,-0.089041,0.013584,0.126939,0.43755,0.46614,0.575134,0.575397,0.574253,0.723519,0.876671,0.574299,0.653358,0.782436,0.60167,0.535715
A_0008_aug03.wav,A,0,aug03,1.0,0.058075,0.566101,0.083069,1398.3163,1336.8673,3006.8359,0.202806,-454.621643,59.260117,-34.822895,0.797121,-32.872288,16.245687,-6.227398,-9.365736,2.959633,-6.094579,-5.576986,-17.557871,-13.068472,197.033066,56.470448,40.410122,9.240742,37.759811,15.732516,11.834286,11.733614,8.343868,7.615159,6.361344,16.97011,12.887581,0.210703,-0.13705,0.014429,0.268064,-0.161578,-0.015635,-0.041447,-0.139173,-0.093074,-0.192913,0.057134,0.079897,-0.09229,0.243729,0.199709,0.42678,0.37868,0.34624,0.337196,0.659532,0.305746,0.255883,0.586553,0.393834,0.274526
